Acedamic percentage in 10th,percentage in 12th,Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability?,Extra-courses did,certifications,workshops,Interested subjects,interested career area,Suggested Job Role
71.95718373,78.33731732,7,1,9,2,yes,no,shell programming,testing,programming,system developer,Software Developer
71.95370141,78.34069039,9,3,3,7,no,yes,information security,system designing,networks,security,Software Developer
71.9502191,78.34406346,3,2,3,8,no,no,shell programming,cloud computing,Computer Architecture,developer,Software Developer
71.94673678,78.34743653,9,2,9,3,yes,yes,python,testing,networks,system developer,Software Developer
71.94325446,78.3508096,8,3,9,5,yes,yes,machine learning,web technologies,networks,cloud computing,Software Developer
71.93977214,78.35418266,5,4,9,7,yes,no,app development,game development,Software Engineering,cloud computing,Software Developer
71.93628983,78.35755573,9,2,1,2,yes,no,full stack,data science,programming,developer,Software Developer
71.93280751,78.3609288,8,1,5,2,yes,no,full stack,web technologies,programming,Business process analyst,Software Developer
71.92932519,78.36430187,5,1,1,1,yes,yes,app development,hacking,parallel computing,cloud computing,Software Developer
71.92584287,78.36767494,2,2,3,1,yes,no,r programming,testing,IOT,system developer,Software Developer
71.92236055,78.37104801,8,5,2,8,yes,yes,information security,system designing,Management,cloud computing,Software Developer
71.91887824,78.37442108,4,4,6,3,no,yes,python,testing,hacking,cloud computing,Software Developer
71.91539592,78.37779415,4,1,8,1,no,no,shell programming,cloud computing,Software Engineering,security,Software Developer
71.9119136,78.38116722,2,1,4,3,no,no,distro making,web technologies,Management,developer,Software Developer
71.90843128,78.38454029,7,6,8,1,yes,no,full stack,cloud computing,Software Engineering,developer,Software Developer
71.90494896,78.38791336,1,2,3,7,no,yes,r programming,cloud computing,Software Engineering,testing,Software Developer
71.90146665,78.39128643,2,0,9,5,yes,yes,hadoop,data science,parallel computing,system developer,Software Developer
71.89798433,78.3946595,1,1,4,7,yes,yes,python,hacking,cloud computing,testing,Software Developer
71.89450201,78.39803257,7,3,7,3,no,yes,python,system designing,hacking,developer,Software Developer
71.89101969,78.40140564,5,2,1,7,yes,yes,shell programming,data science,programming,Business process analyst,Software Developer
71.88753737,78.40477871,4,0,1,2,yes,yes,full stack,hacking,data engineering,system developer,Software Developer
71.88405506,78.40815178,9,3,2,9,no,no,distro making,system designing,IOT,Business process analyst,Software Developer
71.88057274,78.41152485,4,1,6,6,yes,yes,distro making,hacking,parallel computing,developer,Software Developer
71.87709042,78.41489792,7,3,2,9,no,yes,shell programming,database security,IOT,security,Software Developer
71.8736081,78.41827099,4,0,4,3,no,no,shell programming,cloud computing,IOT,system developer,Software Developer
71.87012578,78.42164405,5,2,2,8,no,no,shell programming,testing,parallel computing,cloud computing,Software Developer
71.86664347,78.42501712,5,2,7,9,yes,yes,app development,cloud computing,Management,developer,Software Developer
71.86316115,78.42839019,2,2,2,6,yes,yes,machine learning,testing,IOT,cloud computing,Software Developer
71.85967883,78.43176326,1,3,8,3,no,yes,r programming,cloud computing,Computer Architecture,system developer,Software Developer
71.85619651,78.43513633,8,1,7,7,no,no,r programming,web technologies,Computer Architecture,Business process analyst,Software Developer
71.85271419,78.4385094,2,0,9,7,yes,yes,information security,web technologies,Computer Architecture,developer,Software Developer
71.84923188,78.44188247,5,1,4,9,yes,yes,r programming,testing,parallel computing,system developer,Software Developer
71.84574956,78.44525554,3,2,2,9,yes,yes,information security,system designing,data engineering,testing,Software Developer
71.84226724,78.44862861,8,5,5,3,no,no,r programming,data science,data engineering,testing,Software Developer
71.83878492,78.45200168,2,1,6,9,yes,no,app development,web technologies,Computer Architecture,testing,Software Developer
71.83530261,78.45537475,6,0,4,2,yes,no,shell programming,testing,Software Engineering,Business process analyst,Software Developer
71.83182029,78.45874782,7,1,7,8,yes,no,shell programming,hacking,Computer Architecture,system developer,Software Developer
71.82833797,78.46212089,2,1,6,4,no,no,hadoop,hacking,Management,Business process analyst,Software Developer
71.82485565,78.46549396,4,1,3,5,no,no,information security,testing,IOT,system developer,Software Developer
71.82137333,78.46886703,9,2,1,1,yes,no,r programming,database security,parallel computing,Business process analyst,Software Developer
71.81789102,78.4722401,3,0,3,3,no,yes,hadoop,web technologies,data engineering,developer,Software Developer
71.8144087,78.47561317,9,1,2,1,no,yes,distro making,cloud computing,networks,developer,Software Developer
71.81092638,78.47898624,8,6,3,7,yes,no,r programming,database security,cloud computing,Business process analyst,Software Developer
71.80744406,78.48235931,2,3,9,7,yes,no,full stack,data science,cloud computing,cloud computing,Software Developer
71.80396174,78.48573237,3,6,5,3,yes,no,shell programming,database security,parallel computing,cloud computing,Software Developer
71.80047943,78.48910544,8,1,9,5,yes,yes,hadoop,hacking,networks,Business process analyst,Software Developer
71.79699711,78.49247851,8,5,6,9,no,yes,hadoop,game development,hacking,Business process analyst,Software Developer
71.79351479,78.49585158,8,2,7,4,yes,yes,python,hacking,hacking,Business process analyst,Software Developer
71.79003247,78.49922465,4,6,3,1,no,yes,r programming,database security,hacking,testing,Software Developer
71.78655015,78.50259772,3,1,7,2,no,yes,app development,web technologies,Management,security,Software Developer
71.78306784,78.50597079,8,3,3,4,yes,no,information security,database security,Management,security,Software Developer
71.77958552,78.50934386,3,0,9,2,yes,yes,full stack,database security,networks,security,Software Developer
71.7761032,78.51271693,9,2,3,6,no,no,shell programming,system designing,hacking,Business process analyst,Software Developer
71.77262088,78.51609,2,5,4,4,no,no,python,data science,networks,security,Software Developer
71.76913856,78.51946307,8,1,7,5,yes,yes,hadoop,cloud computing,hacking,system developer,Software Developer
71.76565625,78.52283614,6,1,1,9,yes,no,app development,database security,cloud computing,developer,Software Developer
71.76217393,78.52620921,2,6,2,1,yes,no,python,hacking,networks,cloud computing,Software Developer
71.75869161,78.52958228,4,2,7,2,no,no,r programming,data science,Management,system developer,Software Developer
71.75520929,78.53295535,2,5,3,4,yes,yes,machine learning,database security,parallel computing,developer,Software Developer
71.75172697,78.53632842,6,1,6,3,yes,no,full stack,cloud computing,parallel computing,Business process analyst,Software Developer
71.74824466,78.53970149,4,2,8,4,no,no,hadoop,system designing,Management,testing,Software Developer
71.74476234,78.54307456,1,3,5,5,no,no,machine learning,hacking,Management,cloud computing,Software Developer
71.74128002,78.54644763,6,3,8,9,yes,no,app development,web technologies,programming,security,Software Developer
71.7377977,78.5498207,5,0,6,1,no,no,full stack,testing,cloud computing,system developer,Software Developer
71.73431539,78.55319376,6,2,1,2,yes,no,hadoop,system designing,cloud computing,cloud computing,Software Developer
71.73083307,78.55656683,3,3,4,4,yes,no,information security,system designing,networks,security,Software Developer
71.72735075,78.5599399,5,0,3,7,yes,no,r programming,testing,hacking,security,Software Developer
71.72386843,78.56331297,2,1,7,2,no,no,r programming,system designing,hacking,developer,Software Developer
71.72038611,78.56668604,5,4,2,6,no,yes,information security,cloud computing,Management,cloud computing,Software Developer
71.7169038,78.57005911,9,2,3,7,no,no,full stack,data science,IOT,developer,Software Developer
71.71342148,78.57343218,1,2,7,8,yes,yes,full stack,cloud computing,hacking,system developer,Software Developer
71.70993916,78.57680525,3,6,9,4,yes,yes,r programming,data science,Software Engineering,developer,Software Developer
71.70645684,78.58017832,6,0,3,3,yes,no,r programming,system designing,Software Engineering,developer,Software Developer
71.70297452,78.58355139,9,0,6,2,no,no,machine learning,system designing,networks,developer,Software Developer
71.69949221,78.58692446,5,0,8,2,no,no,information security,system designing,Computer Architecture,system developer,Software Developer
71.69600989,78.59029753,3,3,5,7,yes,no,information security,database security,data engineering,developer,Software Developer
71.69252757,78.5936706,1,6,5,8,no,no,hadoop,data science,hacking,developer,Software Developer
71.68904525,78.59704367,2,0,6,5,yes,no,distro making,data science,data engineering,testing,Software Developer
71.68556293,78.60041674,6,3,3,7,no,yes,hadoop,game development,Software Engineering,security,Software Developer
71.68208062,78.60378981,3,6,3,7,no,yes,app development,web technologies,Computer Architecture,developer,Software Developer
71.6785983,78.60716288,4,6,5,7,yes,no,shell programming,web technologies,cloud computing,developer,Software Developer
71.67511598,78.61053595,5,5,6,1,no,yes,machine learning,web technologies,cloud computing,Business process analyst,Software Developer
71.67163366,78.61390902,7,6,6,2,yes,yes,python,testing,Computer Architecture,testing,Software Developer
71.66815134,78.61728209,2,3,9,3,yes,no,shell programming,database security,Computer Architecture,security,Software Developer
71.66466903,78.62065515,6,0,5,8,no,no,machine learning,web technologies,networks,Business process analyst,Software Developer
71.66118671,78.62402822,9,0,6,9,no,no,r programming,game development,Computer Architecture,system developer,Software Developer
71.65770439,78.62740129,1,5,3,5,yes,yes,distro making,hacking,hacking,testing,Software Developer
71.65422207,78.63077436,2,5,8,1,yes,no,full stack,testing,programming,security,Software Developer
71.65073975,78.63414743,2,3,5,9,no,yes,app development,game development,Management,system developer,Software Developer
71.64725744,78.6375205,4,2,8,4,yes,no,information security,database security,Computer Architecture,security,Software Developer
71.64377512,78.64089357,1,3,9,4,yes,yes,r programming,database security,programming,Business process analyst,Software Developer
71.6402928,78.64426664,8,4,5,3,no,yes,shell programming,game development,Management,developer,Software Developer
71.63681048,78.64763971,9,3,2,5,no,yes,hadoop,system designing,Computer Architecture,system developer,Software Developer
71.63332817,78.65101278,6,3,3,2,no,no,app development,system designing,Computer Architecture,cloud computing,Software Developer
71.62984585,78.65438585,2,4,2,9,yes,yes,distro making,system designing,Computer Architecture,testing,Software Developer
71.62636353,78.65775892,7,3,1,4,no,no,hadoop,cloud computing,Software Engineering,Business process analyst,Software Developer
71.62288121,78.66113199,9,5,5,2,no,no,r programming,system designing,programming,system developer,Software Developer
71.61939889,78.66450506,3,1,1,2,no,no,information security,web technologies,IOT,security,Software Developer
71.61591658,78.66787813,7,0,9,9,yes,no,machine learning,system designing,Software Engineering,cloud computing,Software Developer
71.61243426,78.6712512,3,0,8,9,no,no,machine learning,cloud computing,programming,testing,Software Developer
71.60895194,78.67462427,6,6,9,9,yes,no,shell programming,testing,parallel computing,cloud computing,Software Developer
